Store,Date,Product_Category,Category_Sales
10,2012-08-07,Toys,6859
10,2012-08-07,Health,7615
10,2012-08-07,Books,9370
10,2012-08-07,Sports,7593
10,2012-08-14,Electronics,4595
10,2012-08-14,Clothing,5910
10,2012-08-14,Grocery,4254
10,2012-08-14,Furniture,5453
10,2012-08-14,Toys,3423
10,2012-08-14,Health,9108
10,2012-08-14,Books,5797
10,2012-08-14,Sports,7981
10,2012-08-21,Electronics,8937
10,2012-08-21,Clothing,7681
10,2012-08-21,Grocery,5877
10,2012-08-21,Furniture,5177
10,2012-08-21,Toys,4429
10,2012-08-21,Health,1184
10,2012-08-21,Books,4133
10,2012-08-21,Sports,5978
10,2012-08-28,Electronics,9698
10,2012-08-28,Clothing,7137
10,2012-08-28,Grocery,2932
10,2012-08-28,Furniture,7174
10,2012-08-28,Toys,6412
10,2012-08-28,Health,2196
10,2012-08-28,Books,6247
10,2012-08-28,Sports,5181
10,2012-09-04,Electronics,2338
10,2012-09-04,Clothing,7171
10,2012-09-04,Grocery,3620
10,2012-09-04,Furniture,7546
10,2012-09-04,Toys,9874
10,2012-09-04,Health,6931
10,2012-09-04,Books,2729
10,2012-09-04,Sports,1018
10,2012-09-11,Electronics,6971
10,2012-09-11,Clothing,1464
10,2012-09-11,Grocery,9882
10,2012-09-11,Furniture,6310
10,2012-09-11,Toys,9079
10,2012-09-11,Health,5020
10,2012-09-11,Books,1162
10,2012-09-11,Sports,1294
10,2012-09-18,Electronics,9770
10,2012-09-18,Clothing,8240
10,2012-09-18,Grocery,7844
10,2012-09-18,Furniture,2585
10,2012-09-18,Toys,4380
10,2012-09-18,Health,6427
10,2012-09-18,Books,7812
10,2012-09-18,Sports,1194
10,2012-09-25,Electronics,7343
10,2012-09-25,Clothing,3931
10,2012-09-25,Grocery,8041
10,2012-09-25,Furniture,6699
10,2012-09-25,Toys,9637
10,2012-09-25,Health,9271
10,2012-09-25,Books,5840
10,2012-09-25,Sports,8636
10,2012-10-02,Electronics,2860
10,2012-10-02,Clothing,6561
10,2012-10-02,Grocery,1930
10,2012-10-02,Furniture,2934
10,2012-10-02,Toys,5367
10,2012-10-02,Health,3171
10,2012-10-02,Books,4294
10,2012-10-02,Sports,5747
10,2012-10-09,Electronics,5392
10,2012-10-09,Clothing,6238
10,2012-10-09,Grocery,3834
10,2012-10-09,Furniture,8116
10,2012-10-09,Toys,3928
10,2012-10-09,Health,8425
10,2012-10-09,Books,6750
10,2012-10-09,Sports,7494
10,2012-10-16,Electronics,2672
10,2012-10-16,Clothing,9190
10,2012-10-16,Grocery,8444
10,2012-10-16,Furniture,5350
10,2012-10-16,Toys,2287
10,2012-10-16,Health,7610
10,2012-10-16,Books,9793
10,2012-10-16,Sports,7883
10,2012-10-23,Electronics,6187
10,2012-10-23,Clothing,1130
10,2012-10-23,Grocery,9044
10,2012-10-23,Furniture,9302
10,2012-10-23,Toys,3734
10,2012-10-23,Health,9857
10,2012-10-23,Books,2066
10,2012-10-23,Sports,5970
11,2010-02-02,Electronics,4788
11,2010-02-02,Clothing,2317
11,2010-02-02,Grocery,1284
11,2010-02-02,Furniture,7966
11,2010-02-02,Toys,8794
11,2010-02-02,Health,5114
11,2010-02-02,Books,1047
11,2010-02-02,Sports,7138
11,2010-02-09,Electronics,5861
11,2010-02-09,Clothing,4259
11,2010-02-09,Grocery,8842
11,2010-02-09,Furniture,4415
11,2010-02-09,Toys,7450
11,2010-02-09,Health,9759
11,2010-02-09,Books,7164
11,2010-02-09,Sports,8787
11,2010-02-16,Electronics,5065
11,2010-02-16,Clothing,1081
11,2010-02-16,Grocery,4005
11,2010-02-16,Furniture,9408
11,2010-02-16,Toys,1334
11,2010-02-16,Health,9750
11,2010-02-16,Books,9944
11,2010-02-16,Sports,9785
11,2010-02-23,Electronics,8068
11,2010-02-23,Clothing,4897
11,2010-02-23,Grocery,8958
11,2010-02-23,Furniture,9101
11,2010-02-23,Toys,5648
11,2010-02-23,Health,1782
11,2010-02-23,Books,4586
11,2010-02-23,Sports,4794
11,2010-03-02,Electronics,6597
11,2010-03-02,Clothing,8050
11,2010-03-02,Grocery,6051
11,2010-03-02,Furniture,1742
11,2010-03-02,Toys,5544
11,2010-03-02,Health,5355
11,2010-03-02,Books,4608
11,2010-03-02,Sports,4271
11,2010-03-09,Electronics,3510
11,2010-03-09,Clothing,9285
11,2010-03-09,Grocery,7055
11,2010-03-09,Furniture,2375
11,2010-03-09,Toys,3516
11,2010-03-09,Health,7238
11,2010-03-09,Books,1090
11,2010-03-09,Sports,2479
11,2010-03-16,Electronics,1954
11,2010-03-16,Clothing,9214
11,2010-03-16,Grocery,4305
11,2010-03-16,Furniture,2721
11,2010-03-16,Toys,6452
11,2010-03-16,Health,3547
11,2010-03-16,Books,5923
11,2010-03-16,Sports,1188
11,2010-03-23,Electronics,1459
11,2010-03-23,Clothing,3236
11,2010-03-23,Grocery,5446
11,2010-03-23,Furniture,1580
11,2010-03-23,Toys,3161
11,2010-03-23,Health,5715
11,2010-03-23,Books,6897
11,2010-03-23,Sports,3902
11,2010-03-30,Electronics,9664
11,2010-03-30,Clothing,1858
11,2010-03-30,Grocery,3440
11,2010-03-30,Furniture,2712
11,2010-03-30,Toys,1515
11,2010-03-30,Health,8355
11,2010-03-30,Books,2375
11,2010-03-30,Sports,7684
11,2010-04-06,Electronics,4669
11,2010-04-06,Clothing,3390
11,2010-04-06,Grocery,4262
11,2010-04-06,Furniture,5638
11,2010-04-06,Toys,3866
11,2010-04-06,Health,8848
11,2010-04-06,Books,9948
11,2010-04-06,Sports,4495
11,2010-04-13,Electronics,7494
11,2010-04-13,Clothing,1187
11,2010-04-13,Grocery,5578
11,2010-04-13,Furniture,9093
11,2010-04-13,Toys,3714
11,2010-04-13,Health,8408
11,2010-04-13,Books,1295
11,2010-04-13,Sports,4533
11,2010-04-20,Electronics,5140
11,2010-04-20,Clothing,5042
11,2010-04-20,Grocery,5270
11,2010-04-20,Furniture,4051
11,2010-04-20,Toys,6465
11,2010-04-20,Health,8733
11,2010-04-20,Books,7005
11,2010-04-20,Sports,6870
11,2010-04-27,Electronics,4904
11,2010-04-27,Clothing,3261
11,2010-04-27,Grocery,2420
11,2010-04-27,Furniture,7693
11,2010-04-27,Toys,9296
11,2010-04-27,Health,1478
11,2010-04-27,Books,6518
11,2010-04-27,Sports,7577
11,2010-05-04,Electronics,7785
11,2010-05-04,Clothing,9884
11,2010-05-04,Grocery,4038
11,2010-05-04,Furniture,1193
11,2010-05-04,Toys,1058
11,2010-05-04,Health,2886
11,2010-05-04,Books,5573
11,2010-05-04,Sports,6222
11,2010-05-11,Electronics,3580
11,2010-05-11,Clothing,5644
11,2010-05-11,Grocery,8623
11,2010-05-11,Furniture,1220
11,2010-05-11,Toys,1875
11,2010-05-11,Health,2196
11,2010-05-11,Books,3709
11,2010-05-11,Sports,3731
11,2010-05-18,Electronics,1335
11,2010-05-18,Clothing,9416
11,2010-05-18,Grocery,8014
11,2010-05-18,Furniture,2247
11,2010-05-18,Toys,9180
11,2010-05-18,Health,4957
11,2010-05-18,Books,8111
11,2010-05-18,Sports,5589
11,2010-05-25,Electronics,2886
11,2010-05-25,Clothing,1310
11,2010-05-25,Grocery,2604
11,2010-05-25,Furniture,6659
11,2010-05-25,Toys,4982
11,2010-05-25,Health,9560
11,2010-05-25,Books,4546
11,2010-05-25,Sports,5841
11,2010-06-01,Electronics,7174
11,2010-06-01,Clothing,6351
11,2010-06-01,Grocery,9017
11,2010-06-01,Furniture,1997
11,2010-06-01,Toys,1496
11,2010-06-01,Health,6685
11,2010-06-01,Books,1963
11,2010-06-01,Sports,2198
11,2010-06-08,Electronics,6910
11,2010-06-08,Clothing,6484
11,2010-06-08,Grocery,1576
11,2010-06-08,Furniture,4160
11,2010-06-08,Toys,1053
11,2010-06-08,Health,1228
11,2010-06-08,Books,9970
11,2010-06-08,Sports,1984
11,2010-06-15,Electronics,9660
11,2010-06-15,Clothing,3467
11,2010-06-15,Grocery,1531
11,2010-06-15,Furniture,9028
11,2010-06-15,Toys,1561
11,2010-06-15,Health,1089
11,2010-06-15,Books,6735
11,2010-06-15,Sports,4145
11,2010-06-22,Electronics,2292
11,2010-06-22,Clothing,5110
11,2010-06-22,Grocery,8496
11,2010-06-22,Furniture,8559
11,2010-06-22,Toys,4781
11,2010-06-22,Health,5067
11,2010-06-22,Books,4505
11,2010-06-22,Sports,3391
11,2010-06-29,Electronics,2218
11,2010-06-29,Clothing,6155
11,2010-06-29,Grocery,3252
11,2010-06-29,Furniture,4891
11,2010-06-29,Toys,1775
11,2010-06-29,Health,6229
11,2010-06-29,Books,9416
11,2010-06-29,Sports,8553
11,2010-07-06,Electronics,1063
11,2010-07-06,Clothing,2787
11,2010-07-06,Grocery,8091
11,2010-07-06,Furniture,6056
11,2010-07-06,Toys,9069
11,2010-07-06,Health,4915
11,2010-07-06,Books,1092
11,2010-07-06,Sports,2677
11,2010-07-13,Electronics,6508
11,2010-07-13,Clothing,6730
11,2010-07-13,Grocery,4864
11,2010-07-13,Furniture,5936
11,2010-07-13,Toys,2401
11,2010-07-13,Health,2606
11,2010-07-13,Books,1897
11,2010-07-13,Sports,5587
11,2010-07-20,Electronics,4713
11,2010-07-20,Clothing,4131
11,2010-07-20,Grocery,2532
11,2010-07-20,Furniture,7535
11,2010-07-20,Toys,8286
11,2010-07-20,Health,2798
11,2010-07-20,Books,9162
11,2010-07-20,Sports,2351
11,2010-07-27,Electronics,8051
11,2010-07-27,Clothing,7858
11,2010-07-27,Grocery,1598
11,2010-07-27,Furniture,3044
11,2010-07-27,Toys,1258
11,2010-07-27,Health,5571
11,2010-07-27,Books,9003
11,2010-07-27,Sports,7968
11,2010-08-03,Electronics,7176
11,2010-08-03,Clothing,8042
11,2010-08-03,Grocery,9579
11,2010-08-03,Furniture,1797
11,2010-08-03,Toys,6713
11,2010-08-03,Health,8311
11,2010-08-03,Books,5020
11,2010-08-03,Sports,6911
11,2010-08-10,Electronics,4954
11,2010-08-10,Clothing,5312
11,2010-08-10,Grocery,9980
11,2010-08-10,Furniture,6639
11,2010-08-10,Toys,7179
11,2010-08-10,Health,7779
11,2010-08-10,Books,3056
11,2010-08-10,Sports,8102
11,2010-08-17,Electronics,7644
11,2010-08-17,Clothing,6785
11,2010-08-17,Grocery,2447
11,2010-08-17,Furniture,1514
11,2010-08-17,Toys,2913
11,2010-08-17,Health,2951
11,2010-08-17,Books,6570
11,2010-08-17,Sports,9965
11,2010-08-24,Electronics,1328
11,2010-08-24,Clothing,9985
11,2010-08-24,Grocery,7513
11,2010-08-24,Furniture,6973
11,2010-08-24,Toys,2410
11,2010-08-24,Health,8714
11,2010-08-24,Books,2137
11,2010-08-24,Sports,5666
11,2010-08-31,Electronics,6157
11,2010-08-31,Clothing,2568
11,2010-08-31,Grocery,5472
11,2010-08-31,Furniture,8566
11,2010-08-31,Toys,4274
11,2010-08-31,Health,4273
11,2010-08-31,Books,7243
11,2010-08-31,Sports,4469
11,2010-09-07,Electronics,6932
11,2010-09-07,Clothing,7564
11,2010-09-07,Grocery,6362
11,2010-09-07,Furniture,5636
11,2010-09-07,Toys,6346
11,2010-09-07,Health,2236
11,2010-09-07,Books,5208
11,2010-09-07,Sports,5468
11,2010-09-14,Electronics,3346
11,2010-09-14,Clothing,2042
11,2010-09-14,Grocery,5766
11,2010-09-14,Furniture,5106
11,2010-09-14,Toys,9199
11,2010-09-14,Health,8320
11,2010-09-14,Books,4731
11,2010-09-14,Sports,8302
11,2010-09-21,Electronics,6492
11,2010-09-21,Clothing,1460
11,2010-09-21,Grocery,3302
11,2010-09-21,Furniture,3633
11,2010-09-21,Toys,1361
11,2010-09-21,Health,6493
11,2010-09-21,Books,8146
11,2010-09-21,Sports,1787
11,2010-09-28,Electronics,1208
11,2010-09-28,Clothing,9458
11,2010-09-28,Grocery,6092
11,2010-09-28,Furniture,1553
11,2010-09-28,Toys,9025
11,2010-09-28,Health,5516
11,2010-09-28,Books,7451
11,2010-09-28,Sports,2513
11,2010-10-05,Electronics,8425
11,2010-10-05,Clothing,6351
11,2010-10-05,Grocery,7749
11,2010-10-05,Furniture,8005
11,2010-10-05,Toys,9412
11,2010-10-05,Health,3344
11,2010-10-05,Books,8154
11,2010-10-05,Sports,2971
11,2010-10-12,Electronics,5438
11,2010-10-12,Clothing,6324
11,2010-10-12,Grocery,6669
11,2010-10-12,Furniture,6161
11,2010-10-12,Toys,2205
11,2010-10-12,Health,2855
11,2010-10-12,Books,2999
11,2010-10-12,Sports,3435
11,2010-10-19,Electronics,7780
11,2010-10-19,Clothing,4098
11,2010-10-19,Grocery,4386
11,2010-10-19,Furniture,6440
11,2010-10-19,Toys,7436
11,2010-10-19,Health,2777
11,2010-10-19,Books,8403
11,2010-10-19,Sports,7858
11,2010-10-26,Electronics,3939
11,2010-10-26,Clothing,1838
11,2010-10-26,Grocery,6725
11,2010-10-26,Furniture,5759
11,2010-10-26,Toys,5860
11,2010-10-26,Health,4138
11,2010-10-26,Books,1175
11,2010-10-26,Sports,5605
11,2010-11-02,Electronics,4162
11,2010-11-02,Clothing,3752
11,2010-11-02,Grocery,1837
11,2010-11-02,Furniture,8845
11,2010-11-02,Toys,3733
11,2010-11-02,Health,8688
11,2010-11-02,Books,6206
11,2010-11-02,Sports,3653
11,2010-11-09,Electronics,7140
11,2010-11-09,Clothing,8219
11,2010-11-09,Grocery,4349
11,2010-11-09,Furniture,4310
11,2010-11-09,Toys,5680
11,2010-11-09,Health,3386
11,2010-11-09,Books,6191
11,2010-11-09,Sports,1373
11,2010-11-16,Electronics,5675
11,2010-11-16,Clothing,2261
11,2010-11-16,Grocery,8633
11,2010-11-16,Furniture,9312
11,2010-11-16,Toys,6532
11,2010-11-16,Health,6842
11,2010-11-16,Books,4845
11,2010-11-16,Sports,3884
11,2010-11-23,Electronics,5138
11,2010-11-23,Clothing,6623
11,2010-11-23,Grocery,3119
11,2010-11-23,Furniture,8716
11,2010-11-23,Toys,1490
11,2010-11-23,Health,4045
11,2010-11-23,Books,1382
11,2010-11-23,Sports,1804
11,2010-11-30,Electronics,6585
11,2010-11-30,Clothing,3217
11,2010-11-30,Grocery,8277
11,2010-11-30,Furniture,7594
11,2010-11-30,Toys,7786
11,2010-11-30,Health,7166
11,2010-11-30,Books,3414
11,2010-11-30,Sports,1650
11,2010-12-07,Electronics,9169
11,2010-12-07,Clothing,5915
11,2010-12-07,Grocery,4198
11,2010-12-07,Furniture,1941
11,2010-12-07,Toys,9732
11,2010-12-07,Health,6805
11,2010-12-07,Books,4727
11,2010-12-07,Sports,3529
11,2010-12-14,Electronics,2202
11,2010-12-14,Clothing,5964
11,2010-12-14,Grocery,1650
11,2010-12-14,Furniture,4006
11,2010-12-14,Toys,3904
11,2010-12-14,Health,9505
11,2010-12-14,Books,5114
11,2010-12-14,Sports,1121
11,2010-12-21,Electronics,7603
11,2010-12-21,Clothing,9360
11,2010-12-21,Grocery,4682
11,2010-12-21,Furniture,5724
11,2010-12-21,Toys,5121
11,2010-12-21,Health,7864
11,2010-12-21,Books,8394
11,2010-12-21,Sports,2729
11,2010-12-28,Electronics,6952
11,2010-12-28,Clothing,6129
11,2010-12-28,Grocery,2118
11,2010-12-28,Furniture,3168
11,2010-12-28,Toys,8668
11,2010-12-28,Health,2050
11,2010-12-28,Books,9896
11,2010-12-28,Sports,7640
11,2011-01-04,Electronics,3899
11,2011-01-04,Clothing,4207
11,2011-01-04,Grocery,9898
11,2011-01-04,Furniture,8674
11,2011-01-04,Toys,4832
11,2011-01-04,Health,3008
11,2011-01-04,Books,5721
11,2011-01-04,Sports,2066
11,2011-01-11,Electronics,9287
11,2011-01-11,Clothing,2918
11,2011-01-11,Grocery,9431
11,2011-01-11,Furniture,2327
11,2011-01-11,Toys,7210
11,2011-01-11,Health,8448
11,2011-01-11,Books,8359
11,2011-01-11,Sports,2142
11,2011-01-18,Electronics,4223
11,2011-01-18,Clothing,4848
11,2011-01-18,Grocery,2415
11,2011-01-18,Furniture,7374
11,2011-01-18,Toys,1760
11,2011-01-18,Health,4642
11,2011-01-18,Books,2552
11,2011-01-18,Sports,1862
11,2011-01-25,Electronics,9548
11,2011-01-25,Clothing,8209
11,2011-01-25,Grocery,2328
11,2011-01-25,Furniture,2029
11,2011-01-25,Toys,3376
11,2011-01-25,Health,4241
11,2011-01-25,Books,4140
11,2011-01-25,Sports,1881
11,2011-02-01,Electronics,9730
11,2011-02-01,Clothing,4557
11,2011-02-01,Grocery,8063
11,2011-02-01,Furniture,3196
11,2011-02-01,Toys,2950
11,2011-02-01,Health,6937
11,2011-02-01,Books,4163
11,2011-02-01,Sports,5463
11,2011-02-08,Electronics,5007
11,2011-02-08,Clothing,5675
11,2011-02-08,Grocery,5751
11,2011-02-08,Furniture,7219
11,2011-02-08,Toys,9418
11,2011-02-08,Health,8530
11,2011-02-08,Books,8735
11,2011-02-08,Sports,9783
11,2011-02-15,Electronics,3075
11,2011-02-15,Clothing,8772
11,2011-02-15,Grocery,3022
11,2011-02-15,Furniture,3078
11,2011-02-15,Toys,8394
11,2011-02-15,Health,8013
11,2011-02-15,Books,4321
11,2011-02-15,Sports,7011
11,2011-02-22,Electronics,3436
11,2011-02-22,Clothing,8087
11,2011-02-22,Grocery,4359
11,2011-02-22,Furniture,2730
11,2011-02-22,Toys,4662
11,2011-02-22,Health,6110
11,2011-02-22,Books,7618
11,2011-02-22,Sports,7899
11,2011-03-01,Electronics,2029
11,2011-03-01,Clothing,1411
11,2011-03-01,Grocery,2981
11,2011-03-01,Furniture,9853
11,2011-03-01,Toys,4470
11,2011-03-01,Health,2305
11,2011-03-01,Books,5680
11,2011-03-01,Sports,5595
11,2011-03-08,Electronics,1815
11,2011-03-08,Clothing,6612
11,2011-03-08,Grocery,3037
11,2011-03-08,Furniture,5875
11,2011-03-08,Toys,8086
11,2011-03-08,Health,2149
11,2011-03-08,Books,7408
11,2011-03-08,Sports,1006
11,2011-03-15,Electronics,2436
11,2011-03-15,Clothing,4250
11,2011-03-15,Grocery,8663
11,2011-03-15,Furniture,1694
11,2011-03-15,Toys,6087
11,2011-03-15,Health,4299
11,2011-03-15,Books,5843
11,2011-03-15,Sports,8737
11,2011-03-22,Electronics,5952
11,2011-03-22,Clothing,6047
11,2011-03-22,Grocery,8842
11,2011-03-22,Furniture,1025
11,2011-03-22,Toys,5547
11,2011-03-22,Health,3153
11,2011-03-22,Books,9019
11,2011-03-22,Sports,4489
11,2011-03-29,Electronics,9523
11,2011-03-29,Clothing,6161
11,2011-03-29,Grocery,1644
11,2011-03-29,Furniture,2852
11,2011-03-29,Toys,8723
11,2011-03-29,Health,5130
11,2011-03-29,Books,4584
11,2011-03-29,Sports,4809
11,2011-04-05,Electronics,2311
11,2011-04-05,Clothing,2894
11,2011-04-05,Grocery,7238
11,2011-04-05,Furniture,5300
11,2011-04-05,Toys,8788
11,2011-04-05,Health,7977
11,2011-04-05,Books,7173
11,2011-04-05,Sports,7409
11,2011-04-12,Electronics,3070
11,2011-04-12,Clothing,3656
11,2011-04-12,Grocery,5134
11,2011-04-12,Furniture,5268
11,2011-04-12,Toys,7010
11,2011-04-12,Health,4484
11,2011-04-12,Books,1413
11,2011-04-12,Sports,8841
11,2011-04-19,Electronics,9883
11,2011-04-19,Clothing,7148
11,2011-04-19,Grocery,5309
11,2011-04-19,Furniture,6791
11,2011-04-19,Toys,1919
11,2011-04-19,Health,1906
11,2011-04-19,Books,4210
11,2011-04-19,Sports,3719
11,2011-04-26,Electronics,5895
11,2011-04-26,Clothing,1792
11,2011-04-26,Grocery,9767
11,2011-04-26,Furniture,6543
11,2011-04-26,Toys,4725
11,2011-04-26,Health,9191
11,2011-04-26,Books,6161
11,2011-04-26,Sports,2360
11,2011-05-03,Electronics,3048
11,2011-05-03,Clothing,7252
11,2011-05-03,Grocery,7098
11,2011-05-03,Furniture,4196
11,2011-05-03,Toys,1205
11,2011-05-03,Health,4315
11,2011-05-03,Books,7733
11,2011-05-03,Sports,9814
11,2011-05-10,Electronics,2677
11,2011-05-10,Clothing,4012
11,2011-05-10,Grocery,8547
11,2011-05-10,Furniture,2871
11,2011-05-10,Toys,9270
11,2011-05-10,Health,7558
11,2011-05-10,Books,5734
11,2011-05-10,Sports,6789
11,2011-05-17,Electronics,7934
11,2011-05-17,Clothing,4228
11,2011-05-17,Grocery,3335
11,2011-05-17,Furniture,2725
11,2011-05-17,Toys,6737
11,2011-05-17,Health,6985
11,2011-05-17,Books,8216
11,2011-05-17,Sports,1160
11,2011-05-24,Electronics,2425
11,2011-05-24,Clothing,2733
11,2011-05-24,Grocery,3522
11,2011-05-24,Furniture,8166
11,2011-05-24,Toys,1601
11,2011-05-24,Health,5684
11,2011-05-24,Books,2520
11,2011-05-24,Sports,3390
11,2011-05-31,Electronics,2117
11,2011-05-31,Clothing,8300
11,2011-05-31,Grocery,5721
11,2011-05-31,Furniture,7141
11,2011-05-31,Toys,4080
11,2011-05-31,Health,8939
11,2011-05-31,Books,5777
11,2011-05-31,Sports,8265
11,2011-06-07,Electronics,4801
11,2011-06-07,Clothing,8057
11,2011-06-07,Grocery,8510
11,2011-06-07,Furniture,9099
11,2011-06-07,Toys,7081
11,2011-06-07,Health,4627
11,2011-06-07,Books,5380
11,2011-06-07,Sports,6379
11,2011-06-14,Electronics,3542
11,2011-06-14,Clothing,5450
11,2011-06-14,Grocery,7960
11,2011-06-14,Furniture,1199
11,2011-06-14,Toys,7996
11,2011-06-14,Health,3183
11,2011-06-14,Books,6043
11,2011-06-14,Sports,5036
11,2011-06-21,Electronics,6012
11,2011-06-21,Clothing,8834
11,2011-06-21,Grocery,4493
11,2011-06-21,Furniture,4972
11,2011-06-21,Toys,2852
11,2011-06-21,Health,9579
11,2011-06-21,Books,2662
11,2011-06-21,Sports,8589
11,2011-06-28,Electronics,1212
11,2011-06-28,Clothing,5655
11,2011-06-28,Grocery,9749
11,2011-06-28,Furniture,4119
11,2011-06-28,Toys,7645
11,2011-06-28,Health,3691
11,2011-06-28,Books,2994
11,2011-06-28,Sports,6048
11,2011-07-05,Electronics,1474
11,2011-07-05,Clothing,9233
11,2011-07-05,Grocery,4992
11,2011-07-05,Furniture,5823
11,2011-07-05,Toys,4517
11,2011-07-05,Health,3268
11,2011-07-05,Books,1939
11,2011-07-05,Sports,5438
11,2011-07-12,Electronics,7298
11,2011-07-12,Clothing,3985
11,2011-07-12,Grocery,5989
11,2011-07-12,Furniture,7028
11,2011-07-12,Toys,9422
11,2011-07-12,Health,3499
11,2011-07-12,Books,8620
11,2011-07-12,Sports,5304
11,2011-07-19,Electronics,3903
11,2011-07-19,Clothing,8763
11,2011-07-19,Grocery,8964
11,2011-07-19,Furniture,3074
11,2011-07-19,Toys,8825
11,2011-07-19,Health,3065
11,2011-07-19,Books,9821
11,2011-07-19,Sports,4208
11,2011-07-26,Electronics,5674
11,2011-07-26,Clothing,1122
11,2011-07-26,Grocery,1956
11,2011-07-26,Furniture,6096
11,2011-07-26,Toys,1986
11,2011-07-26,Health,5433
11,2011-07-26,Books,1990
11,2011-07-26,Sports,8925
11,2011-08-02,Electronics,6556
11,2011-08-02,Clothing,7825
11,2011-08-02,Grocery,5709
11,2011-08-02,Furniture,8973
11,2011-08-02,Toys,4580
11,2011-08-02,Health,3802
11,2011-08-02,Books,3204
11,2011-08-02,Sports,1871
11,2011-08-09,Electronics,3824
11,2011-08-09,Clothing,7095
11,2011-08-09,Grocery,4403
11,2011-08-09,Furniture,7153
11,2011-08-09,Toys,6550
11,2011-08-09,Health,4882
11,2011-08-09,Books,4207
11,2011-08-09,Sports,4097
11,2011-08-16,Electronics,4078
11,2011-08-16,Clothing,3638
11,2011-08-16,Grocery,6551
11,2011-08-16,Furniture,3946
11,2011-08-16,Toys,4471
11,2011-08-16,Health,5302
11,2011-08-16,Books,2624
11,2011-08-16,Sports,2482
11,2011-08-23,Electronics,1258
11,2011-08-23,Clothing,1453
11,2011-08-23,Grocery,9990
11,2011-08-23,Furniture,5470
11,2011-08-23,Toys,3511
11,2011-08-23,Health,5170
11,2011-08-23,Books,9433
11,2011-08-23,Sports,6136
11,2011-08-30,Electronics,2712
11,2011-08-30,Clothing,8426
11,2011-08-30,Grocery,3002
11,2011-08-30,Furniture,9151
11,2011-08-30,Toys,7254
11,2011-08-30,Health,4327
11,2011-08-30,Books,9688
11,2011-08-30,Sports,9035
11,2011-09-06,Electronics,4111
11,2011-09-06,Clothing,6241
11,2011-09-06,Grocery,9918
11,2011-09-06,Furniture,2831
11,2011-09-06,Toys,2821
11,2011-09-06,Health,2816
11,2011-09-06,Books,1091
11,2011-09-06,Sports,4432
11,2011-09-13,Electronics,2969
11,2011-09-13,Clothing,3384
11,2011-09-13,Grocery,4679
11,2011-09-13,Furniture,1602
11,2011-09-13,Toys,1427
11,2011-09-13,Health,9198
11,2011-09-13,Books,7263
11,2011-09-13,Sports,3434
11,2011-09-20,Electronics,2373
11,2011-09-20,Clothing,9832
11,2011-09-20,Grocery,6162
11,2011-09-20,Furniture,7840
11,2011-09-20,Toys,4811
11,2011-09-20,Health,4306
11,2011-09-20,Books,9637
11,2011-09-20,Sports,9704
11,2011-09-27,Electronics,7356
11,2011-09-27,Clothing,2401
11,2011-09-27,Grocery,1545
11,2011-09-27,Furniture,3533
11,2011-09-27,Toys,3009
11,2011-09-27,Health,6901
11,2011-09-27,Books,5085
11,2011-09-27,Sports,3215
11,2011-10-04,Electronics,5985
11,2011-10-04,Clothing,3184
11,2011-10-04,Grocery,2275
11,2011-10-04,Furniture,6168
11,2011-10-04,Toys,4523
11,2011-10-04,Health,9707
11,2011-10-04,Books,5783
11,2011-10-04,Sports,2019
11,2011-10-11,Electronics,8598
11,2011-10-11,Clothing,2049
11,2011-10-11,Grocery,3340
11,2011-10-11,Furniture,8573
11,2011-10-11,Toys,3278
11,2011-10-11,Health,3985
11,2011-10-11,Books,6705
11,2011-10-11,Sports,2144
11,2011-10-18,Electronics,8630
11,2011-10-18,Clothing,1705
11,2011-10-18,Grocery,3424
11,2011-10-18,Furniture,2934
11,2011-10-18,Toys,3484
11,2011-10-18,Health,7996
11,2011-10-18,Books,2745
11,2011-10-18,Sports,6764
11,2011-10-25,Electronics,3546
11,2011-10-25,Clothing,6628
11,2011-10-25,Grocery,1777
11,2011-10-25,Furniture,4114
11,2011-10-25,Toys,3936
11,2011-10-25,Health,5110
11,2011-10-25,Books,2345
11,2011-10-25,Sports,3041
11,2011-11-01,Electronics,3674
11,2011-11-01,Clothing,8504
11,2011-11-01,Grocery,1689
11,2011-11-01,Furniture,8056
11,2011-11-01,Toys,1119
11,2011-11-01,Health,7169
11,2011-11-01,Books,6832
11,2011-11-01,Sports,2613
11,2011-11-08,Electronics,8623
11,2011-11-08,Clothing,4033
11,2011-11-08,Grocery,3936
11,2011-11-08,Furniture,6659
11,2011-11-08,Toys,6067
11,2011-11-08,Health,5802
11,2011-11-08,Books,4158
11,2011-11-08,Sports,5490
11,2011-11-15,Electronics,1455
11,2011-11-15,Clothing,8643
11,2011-11-15,Grocery,5620
11,2011-11-15,Furniture,9867
11,2011-11-15,Toys,6099
11,2011-11-15,Health,1059
11,2011-11-15,Books,7199
11,2011-11-15,Sports,7311
11,2011-11-22,Electronics,6531
11,2011-11-22,Clothing,3764
11,2011-11-22,Grocery,8008
11,2011-11-22,Furniture,2794
11,2011-11-22,Toys,6686
11,2011-11-22,Health,4487
11,2011-11-22,Books,5987
11,2011-11-22,Sports,4421
11,2011-11-29,Electronics,7580
11,2011-11-29,Clothing,6532
11,2011-11-29,Grocery,2373
11,2011-11-29,Furniture,4553
11,2011-11-29,Toys,4672
11,2011-11-29,Health,9144
11,2011-11-29,Books,6437
11,2011-11-29,Sports,9163
