Store,Date,Promotion_Flag,Customer_Traffic,Satisfaction_Score
6,2012-01-31,1,527,3.11
6,2012-02-07,0,638,2.7
6,2012-02-14,1,259,1.52
6,2012-02-21,1,248,4.55
6,2012-02-28,1,875,2.8
6,2012-03-06,1,329,1.78
6,2012-03-13,1,811,2.47
6,2012-03-20,1,661,2.66
6,2012-03-27,1,166,4.31
6,2012-04-03,0,911,3.93
6,2012-04-10,0,480,4.08
6,2012-04-17,1,157,1.04
6,2012-04-24,1,358,2.66
6,2012-05-01,0,441,2.93
6,2012-05-08,1,937,1.08
6,2012-05-15,0,229,2.04
6,2012-05-22,0,826,4.04
6,2012-05-29,0,271,1.55
6,2012-06-05,1,869,3.14
6,2012-06-12,1,713,1.86
6,2012-06-19,0,308,1.05
6,2012-06-26,0,902,1.96
6,2012-07-03,0,453,4.9
6,2012-07-10,0,570,4.21
6,2012-07-17,0,897,4.84
6,2012-07-24,1,215,2.95
6,2012-07-31,0,363,1.44
6,2012-08-07,1,761,3.19
6,2012-08-14,0,911,2.82
6,2012-08-21,1,541,4.38
6,2012-08-28,1,647,1.39
6,2012-09-04,1,552,2.95
6,2012-09-11,1,944,1.6
6,2012-09-18,1,576,2.3
6,2012-09-25,1,386,3.95
6,2012-10-02,0,402,2.9
6,2012-10-09,1,410,2.5
6,2012-10-16,0,307,2.58
6,2012-10-23,1,717,2.84
7,2010-02-02,0,725,4.18
7,2010-02-09,1,889,1.37
7,2010-02-16,0,513,3.35
7,2010-02-23,0,824,2.92
7,2010-03-02,0,271,3.57
7,2010-03-09,1,387,1.26
7,2010-03-16,0,534,3.32
7,2010-03-23,1,785,3.25
7,2010-03-30,0,212,3.24
7,2010-04-06,0,987,3.41
7,2010-04-13,0,221,3.71
7,2010-04-20,1,643,4.22
7,2010-04-27,1,321,2.08
7,2010-05-04,1,730,4.3
7,2010-05-11,0,138,2.99
7,2010-05-18,0,596,1.31
7,2010-05-25,1,879,1.23
7,2010-06-01,1,332,2.34
7,2010-06-08,1,629,4.14
7,2010-06-15,1,248,3.83
7,2010-06-22,1,496,4.15
7,2010-06-29,1,760,3.07
7,2010-07-06,0,737,2.76
7,2010-07-13,1,401,1.59
7,2010-07-20,0,459,2.31
7,2010-07-27,0,337,2.74
7,2010-08-03,1,746,1.35
7,2010-08-10,1,762,1.88
7,2010-08-17,0,335,3.39
7,2010-08-24,1,835,3.94
7,2010-08-31,1,302,4.99
7,2010-09-07,0,355,4.73
7,2010-09-14,0,697,3.57
7,2010-09-21,0,761,2.68
7,2010-09-28,1,334,3.54
7,2010-10-05,0,444,4.14
7,2010-10-12,1,633,1.47
7,2010-10-19,0,959,2.64
7,2010-10-26,0,896,4.36
7,2010-11-02,0,880,2.54
7,2010-11-09,1,565,3.29
7,2010-11-16,1,869,3.35
7,2010-11-23,0,640,1.74
7,2010-11-30,0,312,2.45
7,2010-12-07,0,562,2.34
7,2010-12-14,1,535,1.1
7,2010-12-21,0,382,1.1
7,2010-12-28,1,661,4.33
7,2011-01-04,0,706,2.09
7,2011-01-11,0,562,3.07
7,2011-01-18,0,506,2.19
7,2011-01-25,0,187,4.76
7,2011-02-01,0,143,2.04
7,2011-02-08,0,560,2.72
7,2011-02-15,1,377,4.49
7,2011-02-22,0,782,4.37
7,2011-03-01,1,520,1.74
7,2011-03-08,0,800,4.21
7,2011-03-15,0,452,2.83
7,2011-03-22,1,795,2.93
7,2011-03-29,0,614,1.53
7,2011-04-05,1,802,1.32
7,2011-04-12,1,729,3.91
7,2011-04-19,0,118,2.99
7,2011-04-26,1,122,2.75
7,2011-05-03,1,512,3.92
7,2011-05-10,0,129,4.06
7,2011-05-17,1,906,1.64
7,2011-05-24,0,207,3.44
7,2011-05-31,0,466,1.54
7,2011-06-07,0,380,4.01
7,2011-06-14,0,227,3.63
7,2011-06-21,1,328,4.83
7,2011-06-28,0,210,1.28
7,2011-07-05,0,235,1.23
7,2011-07-12,1,461,2.13
7,2011-07-19,0,285,2.05
7,2011-07-26,0,755,1.99
7,2011-08-02,1,683,4.63
7,2011-08-09,1,228,2.0
7,2011-08-16,1,975,2.09
7,2011-08-23,1,360,4.04
7,2011-08-30,1,614,2.8
7,2011-09-06,1,548,4.11
7,2011-09-13,1,999,1.26
7,2011-09-20,0,203,2.95
7,2011-09-27,1,582,1.13
7,2011-10-04,1,323,1.25
7,2011-10-11,1,931,4.63
7,2011-10-18,0,973,1.56
7,2011-10-25,0,965,3.13
7,2011-11-01,1,590,2.64
7,2011-11-08,1,572,2.39
7,2011-11-15,1,109,4.6
7,2011-11-22,0,504,1.09
7,2011-11-29,0,995,3.66
7,2011-12-06,1,401,4.85
7,2011-12-13,0,330,3.24
7,2011-12-20,1,830,4.75
7,2011-12-27,0,165,1.21
7,2012-01-03,0,211,2.68
7,2012-01-10,1,112,2.04
7,2012-01-17,1,492,3.92
7,2012-01-24,1,599,4.93
7,2012-01-31,1,697,2.03
7,2012-02-07,0,333,3.62
7,2012-02-14,0,701,1.79
7,2012-02-21,0,413,3.26
7,2012-02-28,1,665,2.86
7,2012-03-06,0,111,4.89
7,2012-03-13,1,308,3.43
7,2012-03-20,0,113,2.4
7,2012-03-27,1,732,1.46
7,2012-04-03,1,517,1.6
7,2012-04-10,0,536,1.9
7,2012-04-17,1,476,2.0
7,2012-04-24,1,119,4.4
7,2012-05-01,0,686,3.24
7,2012-05-08,1,854,3.09
7,2012-05-15,1,834,1.46
7,2012-05-22,1,169,4.44
7,2012-05-29,0,923,3.89
7,2012-06-05,0,310,1.27
7,2012-06-12,1,200,3.83
7,2012-06-19,0,797,3.17
7,2012-06-26,1,231,1.33
7,2012-07-03,1,722,2.83
7,2012-07-10,1,480,2.94
7,2012-07-17,1,231,1.66
7,2012-07-24,1,119,4.78
7,2012-07-31,0,635,4.4
7,2012-08-07,1,326,3.68
7,2012-08-14,0,253,2.85
7,2012-08-21,0,904,2.65
7,2012-08-28,1,841,3.6
7,2012-09-04,1,568,3.18
7,2012-09-11,0,921,1.25
7,2012-09-18,0,970,3.05
7,2012-09-25,0,504,4.23
7,2012-10-02,1,301,2.84
7,2012-10-09,0,137,1.21
7,2012-10-16,1,871,4.15
7,2012-10-23,1,287,1.81
8,2010-02-02,0,575,1.97
8,2010-02-09,0,576,1.05
8,2010-02-16,1,364,2.88
8,2010-02-23,1,471,2.21
8,2010-03-02,0,585,3.39
8,2010-03-09,1,533,2.19
8,2010-03-16,1,745,2.2
8,2010-03-23,1,310,3.97
8,2010-03-30,1,671,1.19
8,2010-04-06,0,476,4.61
8,2010-04-13,1,494,4.41
8,2010-04-20,1,549,3.67
8,2010-04-27,0,463,3.37
8,2010-05-04,0,975,4.57
8,2010-05-11,1,556,1.74
8,2010-05-18,1,824,1.32
8,2010-05-25,1,827,1.96
8,2010-06-01,1,325,4.18
8,2010-06-08,0,230,1.14
8,2010-06-15,0,687,3.33
8,2010-06-22,0,575,4.98
8,2010-06-29,1,897,4.42
8,2010-07-06,1,376,3.09
8,2010-07-13,1,255,1.25
8,2010-07-20,1,859,4.33
8,2010-07-27,0,317,3.4
8,2010-08-03,0,289,1.46
8,2010-08-10,1,516,1.38
8,2010-08-17,0,774,4.64
8,2010-08-24,1,791,3.68
8,2010-08-31,1,645,4.32
8,2010-09-07,0,140,4.52
8,2010-09-14,1,406,3.29
8,2010-09-21,1,437,3.07
8,2010-09-28,0,413,2.72
8,2010-10-05,1,174,2.27
8,2010-10-12,1,378,2.74
8,2010-10-19,0,275,4.1
8,2010-10-26,1,995,3.41
8,2010-11-02,0,761,4.57
8,2010-11-09,1,372,2.77
8,2010-11-16,0,936,3.43
8,2010-11-23,0,719,3.53
8,2010-11-30,0,750,3.37
8,2010-12-07,1,961,3.81
8,2010-12-14,0,882,1.95
8,2010-12-21,0,958,3.05
8,2010-12-28,0,388,1.42
8,2011-01-04,0,823,2.54
8,2011-01-11,0,992,2.95
8,2011-01-18,1,371,3.61
8,2011-01-25,1,165,4.8
8,2011-02-01,1,582,3.4
8,2011-02-08,1,347,3.97
8,2011-02-15,1,255,3.03
8,2011-02-22,1,146,3.54
8,2011-03-01,1,553,1.28
8,2011-03-08,0,300,2.02
8,2011-03-15,1,759,2.45
8,2011-03-22,0,223,2.89
8,2011-03-29,0,100,1.18
8,2011-04-05,1,858,1.56
8,2011-04-12,0,954,2.11
8,2011-04-19,0,739,4.89
8,2011-04-26,0,290,2.33
8,2011-05-03,0,678,2.93
8,2011-05-10,1,615,1.78
8,2011-05-17,1,541,3.44
8,2011-05-24,1,914,2.12
8,2011-05-31,1,905,1.83
8,2011-06-07,1,242,3.07
8,2011-06-14,1,290,1.02
8,2011-06-21,1,632,1.03
8,2011-06-28,1,326,1.88
8,2011-07-05,1,412,1.15
8,2011-07-12,1,728,1.43
8,2011-07-19,0,401,2.36
8,2011-07-26,1,753,4.21
8,2011-08-02,0,559,3.29
8,2011-08-09,0,500,3.05
8,2011-08-16,0,650,2.17
8,2011-08-23,0,492,4.73
8,2011-08-30,1,966,2.59
8,2011-09-06,0,863,1.35
8,2011-09-13,1,944,3.47
8,2011-09-20,1,306,1.46
8,2011-09-27,0,309,2.38
8,2011-10-04,1,214,3.03
8,2011-10-11,0,836,4.5
8,2011-10-18,0,745,2.97
8,2011-10-25,1,350,3.81
8,2011-11-01,1,318,4.97
8,2011-11-08,0,506,1.53
8,2011-11-15,1,542,2.1
8,2011-11-22,1,702,2.58
8,2011-11-29,1,453,2.69
8,2011-12-06,0,987,2.64
8,2011-12-13,0,657,4.63
8,2011-12-20,1,649,3.86
8,2011-12-27,1,241,3.43
8,2012-01-03,1,711,2.24
8,2012-01-10,1,600,4.3
8,2012-01-17,1,939,4.82
8,2012-01-24,0,801,4.28
8,2012-01-31,1,646,1.01
8,2012-02-07,0,758,3.55
8,2012-02-14,1,641,1.2
8,2012-02-21,0,945,2.03
8,2012-02-28,1,606,1.24
8,2012-03-06,0,695,3.42
8,2012-03-13,1,980,3.75
8,2012-03-20,0,380,1.46
8,2012-03-27,0,523,2.54
8,2012-04-03,0,955,2.82
8,2012-04-10,0,369,2.48
8,2012-04-17,0,253,1.48
8,2012-04-24,0,713,2.68
8,2012-05-01,1,826,4.0
8,2012-05-08,0,761,1.28
8,2012-05-15,1,182,1.32
8,2012-05-22,1,721,2.42
8,2012-05-29,1,998,4.77
8,2012-06-05,1,525,3.67
8,2012-06-12,1,374,3.71
8,2012-06-19,0,812,2.45
8,2012-06-26,0,383,3.37
8,2012-07-03,0,272,1.04
8,2012-07-10,1,426,3.54
8,2012-07-17,0,817,4.65
8,2012-07-24,0,162,3.45
8,2012-07-31,0,172,4.49
8,2012-08-07,0,862,3.9
8,2012-08-14,0,735,1.48
8,2012-08-21,1,474,4.61
8,2012-08-28,0,732,1.27
8,2012-09-04,1,607,3.14
8,2012-09-11,1,886,1.57
8,2012-09-18,1,497,1.05
8,2012-09-25,1,219,2.69
8,2012-10-02,1,536,2.18
8,2012-10-09,0,928,2.94
8,2012-10-16,0,775,3.31
8,2012-10-23,0,564,1.17
9,2010-02-02,0,377,3.11
9,2010-02-09,1,167,3.53
9,2010-02-16,0,168,3.58
9,2010-02-23,0,264,4.28
9,2010-03-02,0,588,2.33
9,2010-03-09,0,404,3.93
9,2010-03-16,0,773,3.11
9,2010-03-23,1,464,4.17
9,2010-03-30,0,953,4.96
9,2010-04-06,1,920,1.8
9,2010-04-13,1,478,4.98
9,2010-04-20,0,442,1.36
9,2010-04-27,1,998,1.01
9,2010-05-04,0,653,1.18
9,2010-05-11,1,453,2.37
9,2010-05-18,1,515,3.53
9,2010-05-25,0,208,1.28
9,2010-06-01,0,662,1.02
9,2010-06-08,0,861,4.75
9,2010-06-15,0,596,4.29
9,2010-06-22,0,440,4.24
9,2010-06-29,1,482,4.54
9,2010-07-06,1,632,3.8
9,2010-07-13,1,399,1.42
9,2010-07-20,1,238,2.6
9,2010-07-27,1,458,3.89
9,2010-08-03,1,935,2.12
9,2010-08-10,1,598,3.75
9,2010-08-17,0,484,1.1
9,2010-08-24,0,703,2.22
9,2010-08-31,1,379,3.2
9,2010-09-07,1,736,3.53
9,2010-09-14,0,582,3.31
9,2010-09-21,0,210,3.79
9,2010-09-28,0,965,1.02
9,2010-10-05,0,238,1.4
9,2010-10-12,1,534,4.48
9,2010-10-19,0,608,3.73
9,2010-10-26,1,372,1.45
9,2010-11-02,1,198,4.37
9,2010-11-09,1,863,1.97
9,2010-11-16,0,949,2.91
9,2010-11-23,0,203,1.58
9,2010-11-30,1,313,3.84
9,2010-12-07,1,860,3.67
9,2010-12-14,1,763,1.84
9,2010-12-21,0,861,4.45
9,2010-12-28,1,886,2.61
9,2011-01-04,0,264,2.17
9,2011-01-11,1,952,1.61
9,2011-01-18,1,619,2.06
9,2011-01-25,1,383,1.09
9,2011-02-01,0,616,3.33
9,2011-02-08,0,756,4.37
9,2011-02-15,1,712,3.2
9,2011-02-22,0,263,1.88
9,2011-03-01,1,985,1.13
9,2011-03-08,0,758,1.86
9,2011-03-15,0,163,2.66
9,2011-03-22,0,190,4.04
9,2011-03-29,1,216,1.75
9,2011-04-05,0,965,3.88
9,2011-04-12,0,366,4.47
9,2011-04-19,1,921,2.82
9,2011-04-26,1,784,4.29
9,2011-05-03,1,658,3.22
9,2011-05-10,1,239,3.55
9,2011-05-17,0,345,3.11
9,2011-05-24,0,760,2.85
9,2011-05-31,0,857,1.94
9,2011-06-07,0,494,2.21
9,2011-06-14,0,586,2.16
9,2011-06-21,1,575,3.25
9,2011-06-28,0,616,1.48
9,2011-07-05,0,283,4.67
9,2011-07-12,0,119,3.88
9,2011-07-19,1,657,2.61
9,2011-07-26,1,623,1.63
9,2011-08-02,0,681,4.53
9,2011-08-09,1,628,4.3
9,2011-08-16,1,982,3.89
9,2011-08-23,1,246,2.09
9,2011-08-30,1,765,2.61
9,2011-09-06,1,403,1.41
9,2011-09-13,1,719,1.76
9,2011-09-20,1,847,4.13
9,2011-09-27,0,919,3.86
9,2011-10-04,0,963,3.37
9,2011-10-11,1,681,4.58
9,2011-10-18,0,794,3.33
9,2011-10-25,0,861,2.87
9,2011-11-01,1,327,2.36
9,2011-11-08,0,201,4.76
9,2011-11-15,1,686,1.33
9,2011-11-22,1,516,4.72
9,2011-11-29,1,315,4.31
9,2011-12-06,0,506,1.52
9,2011-12-13,0,498,3.26
9,2011-12-20,0,814,4.47
9,2011-12-27,0,803,3.29
9,2012-01-03,1,860,4.63
9,2012-01-10,1,598,4.77
9,2012-01-17,0,853,2.69
9,2012-01-24,1,564,2.51
9,2012-01-31,1,790,4.75
9,2012-02-07,0,830,3.7
9,2012-02-14,1,181,1.46
9,2012-02-21,0,703,1.17
9,2012-02-28,1,786,3.26
9,2012-03-06,0,850,4.72
9,2012-03-13,1,871,4.38
9,2012-03-20,1,464,3.7
9,2012-03-27,0,262,1.56
9,2012-04-03,0,147,2.02
9,2012-04-10,0,610,4.5
9,2012-04-17,0,428,1.73
9,2012-04-24,1,939,2.11
9,2012-05-01,1,215,1.52
9,2012-05-08,0,948,3.7
9,2012-05-15,1,436,4.78
9,2012-05-22,0,980,2.08
9,2012-05-29,0,836,2.9
9,2012-06-05,1,963,3.54
9,2012-06-12,1,939,5.0
9,2012-06-19,0,246,1.42
9,2012-06-26,0,674,2.99
9,2012-07-03,0,905,2.54
9,2012-07-10,1,422,4.46
9,2012-07-17,1,542,2.9
9,2012-07-24,1,936,1.44
9,2012-07-31,1,112,3.54
9,2012-08-07,0,593,4.08
9,2012-08-14,0,800,1.01
9,2012-08-21,0,386,4.44
9,2012-08-28,0,819,1.74
9,2012-09-04,0,213,3.21
9,2012-09-11,0,579,2.66
9,2012-09-18,1,121,3.88
9,2012-09-25,1,448,2.48
9,2012-10-02,0,825,4.48
9,2012-10-09,0,782,3.92
9,2012-10-16,1,934,3.59
9,2012-10-23,1,665,4.18
10,2010-02-02,0,744,4.13
10,2010-02-09,0,923,4.84
10,2010-02-16,0,707,4.05
10,2010-02-23,1,533,4.42
10,2010-03-02,0,430,3.41
10,2010-03-09,1,242,4.34
10,2010-03-16,1,899,4.14
10,2010-03-23,0,639,2.51
10,2010-03-30,1,377,3.21
10,2010-04-06,1,332,4.22
10,2010-04-13,0,628,1.18
10,2010-04-20,1,670,4.23
10,2010-04-27,1,189,1.71
10,2010-05-04,1,591,3.06
10,2010-05-11,1,298,4.23
10,2010-05-18,0,461,2.02
10,2010-05-25,1,540,1.98
10,2010-06-01,1,125,2.61
10,2010-06-08,1,124,4.58
10,2010-06-15,1,493,1.0
10,2010-06-22,0,606,4.61
10,2010-06-29,1,400,1.62
10,2010-07-06,0,438,4.96
10,2010-07-13,1,366,4.82
10,2010-07-20,0,560,2.98
10,2010-07-27,0,792,3.05
10,2010-08-03,0,555,2.93
10,2010-08-10,0,459,3.54
10,2010-08-17,0,167,1.36
10,2010-08-24,1,962,1.13
10,2010-08-31,1,511,1.23
10,2010-09-07,1,590,2.78
10,2010-09-14,0,932,2.1
10,2010-09-21,1,148,3.49
10,2010-09-28,0,786,4.97
10,2010-10-05,0,663,2.55
10,2010-10-12,1,201,3.3
10,2010-10-19,1,315,2.66
10,2010-10-26,0,537,4.39
10,2010-11-02,0,799,4.61
10,2010-11-09,1,668,4.51
10,2010-11-16,1,658,4.9
10,2010-11-23,1,258,1.11
10,2010-11-30,1,588,4.36
10,2010-12-07,0,785,4.01
10,2010-12-14,1,341,1.91
10,2010-12-21,1,893,4.83
10,2010-12-28,1,852,1.59
10,2011-01-04,0,981,3.72
10,2011-01-11,0,104,1.9
10,2011-01-18,0,695,2.73
10,2011-01-25,0,919,3.88
10,2011-02-01,1,460,3.25
10,2011-02-08,0,558,2.71
10,2011-02-15,1,347,2.31
10,2011-02-22,1,665,4.36
10,2011-03-01,1,772,1.58
10,2011-03-08,1,521,2.72
10,2011-03-15,0,837,4.62
10,2011-03-22,0,114,4.38
10,2011-03-29,0,835,2.6
10,2011-04-05,1,672,4.05
10,2011-04-12,1,221,4.29
10,2011-04-19,1,376,4.56
10,2011-04-26,1,657,3.18
10,2011-05-03,1,552,1.82
10,2011-05-10,0,489,2.02
10,2011-05-17,1,393,2.18
10,2011-05-24,0,673,3.38
10,2011-05-31,1,697,1.13
10,2011-06-07,1,545,3.54
10,2011-06-14,0,309,2.46
10,2011-06-21,0,689,2.18
10,2011-06-28,1,813,4.52
10,2011-07-05,1,401,2.84
10,2011-07-12,1,322,1.38
10,2011-07-19,1,833,4.31
10,2011-07-26,0,102,1.19
10,2011-08-02,1,617,3.91
10,2011-08-09,0,192,4.1
10,2011-08-16,1,619,2.41
10,2011-08-23,0,527,4.3
10,2011-08-30,0,592,3.06
10,2011-09-06,1,334,2.85
10,2011-09-13,0,719,1.18
10,2011-09-20,1,260,2.16
10,2011-09-27,0,820,4.72
10,2011-10-04,1,851,2.57
10,2011-10-11,0,430,3.19
10,2011-10-18,1,432,3.13
10,2011-10-25,1,149,3.36
10,2011-11-01,0,622,1.25
10,2011-11-08,0,962,2.45
10,2011-11-15,0,767,3.89
10,2011-11-22,0,591,1.8
10,2011-11-29,1,681,1.81
10,2011-12-06,0,780,1.04
10,2011-12-13,1,371,2.75
10,2011-12-20,0,679,4.53
10,2011-12-27,1,966,1.21
10,2012-01-03,1,351,1.76
10,2012-01-10,1,659,2.24
10,2012-01-17,1,795,3.93
10,2012-01-24,0,931,3.56
10,2012-01-31,0,798,2.66
10,2012-02-07,1,189,4.04
10,2012-02-14,0,545,3.44
10,2012-02-21,0,431,4.58
10,2012-02-28,1,238,4.27
10,2012-03-06,0,456,2.01
10,2012-03-13,0,700,2.09
10,2012-03-20,0,373,1.5
10,2012-03-27,1,118,2.35
10,2012-04-03,0,410,5.0
10,2012-04-10,1,969,2.62
10,2012-04-17,0,985,1.88
10,2012-04-24,0,253,4.05
10,2012-05-01,0,489,3.17
10,2012-05-08,1,359,1.6
10,2012-05-15,1,719,2.52
10,2012-05-22,0,982,2.66
10,2012-05-29,1,896,4.02
10,2012-06-05,0,670,1.08
10,2012-06-12,1,224,2.08
10,2012-06-19,1,453,3.07
10,2012-06-26,0,372,2.08
10,2012-07-03,0,718,3.51
10,2012-07-10,0,910,2.93
10,2012-07-17,0,344,2.45
10,2012-07-24,1,947,4.8
10,2012-07-31,1,549,3.53
10,2012-08-07,1,346,1.52
10,2012-08-14,0,619,3.24
10,2012-08-21,0,240,4.12
10,2012-08-28,1,461,3.83
10,2012-09-04,0,107,1.69
10,2012-09-11,1,577,4.89
10,2012-09-18,1,451,2.8
10,2012-09-25,1,594,1.64
10,2012-10-02,1,705,1.72
10,2012-10-09,1,932,1.39
10,2012-10-16,0,526,4.21
10,2012-10-23,0,138,1.49
11,2010-02-02,1,240,2.74
11,2010-02-09,0,183,3.89
11,2010-02-16,0,793,1.04
11,2010-02-23,1,490,3.36
11,2010-03-02,0,690,3.45
11,2010-03-09,0,314,3.55
11,2010-03-16,1,625,1.97
11,2010-03-23,0,314,3.86
11,2010-03-30,0,502,1.37
11,2010-04-06,0,227,1.8
11,2010-04-13,0,921,4.51
11,2010-04-20,0,576,3.95
11,2010-04-27,1,859,1.05
11,2010-05-04,1,503,1.99
11,2010-05-11,1,128,1.86
11,2010-05-18,1,891,2.08
11,2010-05-25,0,437,1.99
11,2010-06-01,0,930,1.25
11,2010-06-08,0,813,2.84
11,2010-06-15,0,460,3.93
11,2010-06-22,0,668,3.43
11,2010-06-29,1,491,3.69
11,2010-07-06,1,317,1.32
11,2010-07-13,0,673,4.81
11,2010-07-20,0,768,4.35
11,2010-07-27,0,301,4.22
11,2010-08-03,1,116,4.29
11,2010-08-10,0,421,4.73
11,2010-08-17,0,617,3.18
11,2010-08-24,0,669,1.8
11,2010-08-31,1,424,3.47
11,2010-09-07,0,511,3.97
11,2010-09-14,1,417,3.95
11,2010-09-21,1,780,3.09
11,2010-09-28,1,181,1.27
11,2010-10-05,1,573,2.48
11,2010-10-12,1,567,4.68
11,2010-10-19,1,524,3.34
11,2010-10-26,0,830,3.15
11,2010-11-02,0,788,2.08
11,2010-11-09,0,303,2.47
11,2010-11-16,1,682,4.58
11,2010-11-23,0,486,3.67
11,2010-11-30,1,877,4.15
11,2010-12-07,1,197,2.82
11,2010-12-14,1,444,3.52
11,2010-12-21,0,902,1.99
11,2010-12-28,1,307,3.82
11,2011-01-04,1,613,2.71
11,2011-01-11,0,735,2.77
11,2011-01-18,0,891,3.6
11,2011-01-25,1,685,4.75
11,2011-02-01,1,265,1.26
11,2011-02-08,0,121,4.3
11,2011-02-15,0,253,2.17
11,2011-02-22,0,538,2.78
11,2011-03-01,1,394,1.09
11,2011-03-08,0,318,2.2
11,2011-03-15,0,768,3.01
11,2011-03-22,0,594,1.22
11,2011-03-29,1,329,2.96
11,2011-04-05,0,119,4.71
11,2011-04-12,0,652,1.42
11,2011-04-19,0,247,4.06
11,2011-04-26,0,207,2.64
11,2011-05-03,0,502,3.62
11,2011-05-10,1,695,2.04
11,2011-05-17,1,582,1.64
11,2011-05-24,1,466,1.64
11,2011-05-31,0,933,1.28
11,2011-06-07,1,513,1.74
11,2011-06-14,1,408,3.66
11,2011-06-21,1,901,4.53
11,2011-06-28,0,934,4.26
11,2011-07-05,0,233,3.74
11,2011-07-12,1,818,1.44
11,2011-07-19,1,382,2.16
11,2011-07-26,0,877,2.24
11,2011-08-02,0,172,2.0
11,2011-08-09,1,580,3.06
11,2011-08-16,0,451,3.14
11,2011-08-23,1,659,2.43
11,2011-08-30,0,425,2.42
11,2011-09-06,1,844,4.31
11,2011-09-13,1,542,4.16
11,2011-09-20,0,199,2.23
11,2011-09-27,1,158,4.66
11,2011-10-04,1,607,4.81
11,2011-10-11,1,357,2.31
11,2011-10-18,0,512,2.42
11,2011-10-25,0,551,3.02
11,2011-11-01,0,164,4.76
11,2011-11-08,1,694,4.51
11,2011-11-15,0,253,1.41
11,2011-11-22,1,365,2.57
11,2011-11-29,1,920,3.21
11,2011-12-06,0,178,3.01
11,2011-12-13,0,414,1.78
11,2011-12-20,1,761,4.44
11,2011-12-27,1,659,3.71
11,2012-01-03,0,990,4.35
11,2012-01-10,0,347,4.44
11,2012-01-17,0,889,3.99
11,2012-01-24,1,967,2.76
11,2012-01-31,1,709,3.44
11,2012-02-07,1,513,1.64
11,2012-02-14,1,124,3.69
11,2012-02-21,1,383,1.72
11,2012-02-28,0,548,3.78
11,2012-03-06,0,980,1.92
11,2012-03-13,1,400,1.47
11,2012-03-20,1,167,1.66
11,2012-03-27,0,106,1.01
11,2012-04-03,0,916,3.87
11,2012-04-10,0,236,3.93
11,2012-04-17,0,263,3.06
11,2012-04-24,1,182,1.65
11,2012-05-01,0,996,1.33
11,2012-05-08,1,749,1.08
11,2012-05-15,0,519,1.66
11,2012-05-22,0,172,4.56
11,2012-05-29,0,336,1.97
11,2012-06-05,1,145,2.42
11,2012-06-12,1,717,1.42
11,2012-06-19,0,899,1.89
11,2012-06-26,1,361,3.08
11,2012-07-03,1,275,3.43
11,2012-07-10,0,265,1.98
11,2012-07-17,0,756,1.23
11,2012-07-24,1,941,2.56
11,2012-07-31,1,469,1.94
11,2012-08-07,1,894,1.88
11,2012-08-14,0,153,4.84
11,2012-08-21,0,789,3.47
11,2012-08-28,1,518,3.23
11,2012-09-04,0,855,2.66
11,2012-09-11,0,606,2.72
11,2012-09-18,1,440,3.16
11,2012-09-25,1,226,3.79
11,2012-10-02,0,508,3.81
11,2012-10-09,0,466,1.69
11,2012-10-16,1,370,3.0
11,2012-10-23,0,743,2.65
12,2010-02-02,1,603,1.38
12,2010-02-09,0,818,5.0
12,2010-02-16,1,147,2.31
12,2010-02-23,0,508,3.99
12,2010-03-02,1,235,4.23
12,2010-03-09,0,300,4.43
12,2010-03-16,0,349,4.99
12,2010-03-23,1,413,1.97
12,2010-03-30,0,968,1.16
12,2010-04-06,0,467,2.64
12,2010-04-13,1,528,1.52
12,2010-04-20,0,929,1.09
12,2010-04-27,0,906,2.44
12,2010-05-04,0,579,4.13
12,2010-05-11,1,413,3.26
12,2010-05-18,1,599,2.25
12,2010-05-25,1,820,3.62
12,2010-06-01,0,454,1.93
12,2010-06-08,0,584,1.06
12,2010-06-15,0,310,4.06
12,2010-06-22,0,803,3.49
12,2010-06-29,1,143,4.05
12,2010-07-06,0,640,1.16
12,2010-07-13,0,670,4.35
12,2010-07-20,0,682,3.48
12,2010-07-27,1,191,3.25
12,2010-08-03,0,364,3.5
12,2010-08-10,0,994,4.46
12,2010-08-17,0,319,3.35
12,2010-08-24,0,541,3.32
12,2010-08-31,0,500,4.96
12,2010-09-07,1,499,4.03
12,2010-09-14,0,826,2.77
12,2010-09-21,0,998,3.83
12,2010-09-28,0,888,2.56
12,2010-10-05,0,675,1.92
12,2010-10-12,0,957,3.39
12,2010-10-19,0,903,4.71
12,2010-10-26,0,589,4.72
12,2010-11-02,0,584,2.37
12,2010-11-09,0,856,3.11
12,2010-11-16,0,569,1.85
12,2010-11-23,1,673,4.98
12,2010-11-30,1,943,4.92
12,2010-12-07,1,781,3.6
12,2010-12-14,1,544,4.22
12,2010-12-21,0,368,3.86
12,2010-12-28,1,366,3.37
12,2011-01-04,1,153,1.21
12,2011-01-11,0,627,2.82
12,2011-01-18,1,619,3.7
12,2011-01-25,1,715,3.71
12,2011-02-01,0,158,2.49
12,2011-02-08,0,924,4.77
12,2011-02-15,0,139,1.67
12,2011-02-22,1,336,3.0
12,2011-03-01,1,485,3.76
12,2011-03-08,0,705,3.79
12,2011-03-15,0,833,3.59
12,2011-03-22,1,815,2.1
12,2011-03-29,0,749,1.62
12,2011-04-05,1,399,3.54
12,2011-04-12,0,494,3.4
12,2011-04-19,0,306,1.72
12,2011-04-26,1,435,3.82
12,2011-05-03,0,692,2.82
12,2011-05-10,0,829,3.67
